ID,TYPE,TARGET
18641,AVK Firewall,111
21428,AVK Firewall,111
22501,AVK Access Point,48
22500,AVK Access Point,48
22532,AVK Access Point,48
22531,AVK Access Point,48
22503,AVK Access Point,48
22523,AVK Access Point,48
22513,AVK Access Point,48
22530,AVK Access Point,48
17894,AVK PBX,156
20322,AVK Printer,71
17789,AVK Printer,71
17822,AVK Printer,71
19666,AVK Firewall,111
22499,AVK Wireless Controller,48
22492,AVK Firewall,111
22483,AVK Firewall,111
22495,AVK Router,154
21684,AVK Access Point,48
22591,AVK Router,154
18182,AVK Access Point,48
21679,AVK Switch,149
21686,AVK Router,154
17752,AVK UPS,29
20167,AVK Printer,71
22464,AVK Printer,71
20223,AVK Printer,71
20992,AVK Printer,71
19062,AVK Switch,149
20066,AVK Switch,149
19060,AVK Switch,149
19061,AVK Switch,149
19059,AVK Switch,149
19055,AVK UPS,29
19056,AVK UPS,29
19054,AVK UPS,29
19913,AVK Firewall,111
21331,AVK Firewall,111
19872,AVK Hypervisor,151
20364,AVK Switch,149
20360,AVK UPS,29
19063,AVK Switch,149
19057,AVK Hypervisor,151
19783,AVK Network Storage,150
19193,AVK Access Point,48
19192,AVK Access Point,48
19194,AVK Access Point,48
18205,AVK Router,154
18204,AVK Router,154
18201,AVK Router,154
18200,AVK Router,154
21065,AVK Firewall,111
21373,AVK Switch,149
21370,AVK Access Point,48
21371,AVK Access Point,48
21372,AVK Switch,149
21059,AVK Firewall,111
21066,AVK Firewall,111
21052,AVK UPS,29
21056,AVK Network Storage,150
18338,AVK Printer,71
21272,AVK IP Phone,146
18800,AVK Hypervisor,151
18371,AVK Access Point,48
18372,AVK Access Point,48
18373,AVK Access Point,48
18375,AVK Access Point,48
18374,AVK Access Point,48
21108,AVK Access Point,48
18633,AVK Printer,71
18015,AVK Firewall,111
17973,AVK Access Point,48
17954,AVK Access Point,48
18009,AVK Wireless Controller,48
18903,AVK Wireless Controller,48
17873,AVK IP Phone,146
21053,AVK Printer,71
18784,AVK Printer,71
18622,AVK Printer,71
18780,AVK Printer,71
18790,AVK Printer,71
21035,AVK Printer,71
21514,AVK Printer,71
18789,AVK Printer,71
21025,AVK Printer,71
19315,AVK Printer,71
21515,AVK Printer,71
21540,AVK Printer,71
21513,AVK Printer,71
21504,AVK Printer,71
21300,AVK Firewall,111
22559,AVK Firewall,111
18589,AVK Printer,71
17792,AVK Printer,71
17802,AVK Printer,71
17796,AVK Printer,71
17799,AVK Printer,71
17798,AVK Printer,71
17791,AVK Printer,71
17801,AVK Printer,71
17795,AVK Printer,71
19234,AVK Printer,71
18791,AVK Printer,71
22300,AVK Printer,71
18582,AVK Printer,71
18745,AVK Printer,71
22662,AVK Printer,71
18794,AVK Printer,71
17793,AVK Printer,71
18591,AVK Printer,71
18594,AVK Printer,71
19316,AVK Printer,71
21131,AVK Printer,71
20216,AVK Printer,71
23050,AVK Printer,71
22928,AVK Printer,71
22925,AVK Printer,71
22918,AVK Printer,71
22926,AVK Printer,71
22921,AVK Printer,71
22924,AVK Printer,71
22920,AVK Printer,71
22919,AVK Printer,71
